edad,tipo_relacion_laboral,impuestos_anuales,nivel_educativo,estado_civil,clase_trabajo,educacion_final,genero,ganancia_capital,perdida_capital,horas_semanales,nivel_ingresos
47.0,Dependiente,341762.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Medio
41.0,Dependiente,211873.0,Técnico,Soltero,Alto,Alta,Femenino,0.0,1628.0,5.0,Bajo
22.0,Dependiente,150683.0,Secundaria,Conviviente,Alto,Alta,Masculino,0.0,0.0,24.0,Alto
43.0,Dependiente,247162.0,Técnico,Conviviente,Alto,Alta,Masculino,0.0,0.0,40.0,Medio
26.0,Dependiente,155752.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Medio
35.0,Dependiente,52187.0,Secundaria,Conviviente,Alto,Alta,Masculino,0.0,0.0,30.0,Alto
34.0,Dependiente,102858.0,Secundaria,Conviviente,Alto,Baja,Masculino,0.0,0.0,40.0,Bajo
23.0,Independiente,103588.0,Secundaria,Conviviente,Alto,Alta,Masculino,0.0,0.0,25.0,Alto
32.0,Dependiente,326283.0,Técnico,Conviviente,Bajo,Alta,Masculino,0.0,0.0,40.0,Bajo
31.0,Independiente,139455.0,Técnico,Conviviente,Alto,Alta,Femenino,0.0,0.0,40.0,Alto
53.0,Independiente,199720.0,Superior,Soltero,Alto,Alta,Masculino,15024.0,0.0,60.0,Alto
22.0,Dependiente,146540.0,Secundaria,Conviviente,Alto,Alta,Masculino,0.0,0.0,50.0,Alto
46.0,Independiente,325573.0,Secundaria,Conviviente,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
32.0,Independiente,566117.0,Secundaria,Soltero,Alto,Baja,Femenino,0.0,0.0,40.0,Alto
35.0,Dependiente,73715.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Medio
38.0,Dependiente,102938.0,Técnico,Soltero,Bajo,Media,Masculino,0.0,0.0,40.0,Bajo
24.0,Dependiente,233777.0,Secundaria,Conviviente,Alto,Baja,Masculino,0.0,0.0,50.0,Alto
51.0,Dependiente,70767.0,Secundaria,Soltero,Alto,Media,Femenino,0.0,0.0,40.0,Medio
25.0,Dependiente,102476.0,Técnico,Conviviente,Alto,Alta,Masculino,27828.0,0.0,50.0,Alto
28.0,Dependiente,232945.0,Secundaria,Conviviente,Alto,Alta,Masculino,0.0,0.0,30.0,Medio
48.0,Dependiente,273828.0,Sin estudios,Conviviente,Bajo,Baja,Masculino,0.0,0.0,40.0,Bajo
18.0,Dependiente,155021.0,Secundaria,Conviviente,Alto,Alta,Femenino,0.0,0.0,6.0,Bajo
39.0,Dependiente,367260.0,Secundaria,Soltero,Alto,Alta,Masculino,2000.0,0.0,80.0,Alto
26.0,Dependiente,55929.0,Técnico,Conviviente,Bajo,Alta,Femenino,0.0,0.0,40.0,Bajo
57.0,Dependiente,262642.0,Secundaria,Conviviente,Alto,Media,Femenino,0.0,0.0,40.0,Medio
23.0,Dependiente,277328.0,Secundaria,Conviviente,Alto,Alta,Masculino,0.0,0.0,32.0,Alto
62.0,Dependiente,176811.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Bajo
37.0,Dependiente,48093.0,Técnico,Conviviente,Alto,Alta,Masculino,0.0,0.0,90.0,Alto
32.0,Dependiente,175052.0,Secundaria,Soltero,Alto,Baja,Femenino,0.0,0.0,40.0,Alto
30.0,Dependiente,29522.0,Secundaria,Soltero,Alto,Alta,Femenino,0.0,0.0,40.0,Alto
42.0,Dependiente,222011.0,Secundaria,Soltero,Alto,Baja,Femenino,0.0,0.0,43.0,Alto
37.0,Independiente,80680.0,Técnico,Soltero,Alto,Baja,Femenino,1151.0,0.0,35.0,Alto
28.0,Dependiente,411950.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
47.0,Independiente,100818.0,Secundaria,Soltero,Alto,Alta,Femenino,0.0,0.0,40.0,Alto
57.0,Dependiente,142791.0,Primaria,Casado,Medio,Baja,Femenino,0.0,1602.0,3.0,Bajo
50.0,Dependiente,213296.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,48.0,Alto
52.0,Dependiente,38795.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
24.0,Dependiente,176321.0,Secundaria,Conviviente,Alto,Baja,Femenino,0.0,0.0,40.0,Bajo
35.0,Dependiente,282979.0,Secundaria,Soltero,Alto,Alta,Masculino,5178.0,0.0,50.0,Alto
52.0,Independiente,40641.0,Primaria,Soltero,Medio,Media,Masculino,5013.0,0.0,40.0,Medio
49.0,Dependiente,262116.0,Superior,Soltero,Alto,Alta,Masculino,0.0,0.0,48.0,Medio
36.0,Independiente,312785.0,Técnico,Conviviente,Alto,Alta,Masculino,0.0,0.0,35.0,Bajo
34.0,Independiente,204461.0,Superior,Soltero,Alto,Alta,Masculino,0.0,0.0,50.0,Alto
18.0,Dependiente,338836.0,Secundaria,Conviviente,Alto,Alta,Masculino,0.0,0.0,20.0,Alto
27.0,Dependiente,106758.0,Secundaria,Soltero,Alto,Baja,Femenino,0.0,0.0,45.0,Alto
52.0,Dependiente,186785.0,Secundaria,Conviviente,Alto,Alta,Masculino,0.0,1876.0,50.0,Alto
41.0,Independiente,180096.0,Técnico,Soltero,Alto,Alta,Masculino,0.0,0.0,35.0,Bajo
26.0,Dependiente,377754.0,Secundaria,Conviviente,Alto,Alta,Masculino,0.0,0.0,40.0,Medio
38.0,Dependiente,186145.0,Secundaria,Soltero,Alto,Alta,Femenino,0.0,0.0,40.0,Alto
32.0,Dependiente,197867.0,Técnico,Soltero,Alto,Baja,Masculino,0.0,0.0,50.0,Alto
39.0,Dependiente,176186.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
24.0,Dependiente,119704.0,Secundaria,Soltero,Alto,Alta,Femenino,0.0,0.0,40.0,Alto
33.0,Dependiente,126223.0,Secundaria,Conviviente,Alto,Baja,Femenino,0.0,0.0,40.0,Bajo
43.0,Dependiente,249771.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,99.0,Medio
56.0,Dependiente,117872.0,Técnico,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
65.0,Mixto,90907.0,Sin estudios,Soltero,Medio,Media,Masculino,0.0,0.0,40.0,Bajo
33.0,Dependiente,192663.0,Secundaria,Conviviente,Alto,Alta,Femenino,0.0,0.0,35.0,Alto
41.0,Dependiente,94113.0,Superior,Soltero,Alto,Alta,Masculino,0.0,0.0,60.0,Alto
26.0,Dependiente,161007.0,Técnico,Conviviente,Medio,Media,Masculino,0.0,0.0,30.0,Medio
22.0,Dependiente,189888.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,45.0,Medio
49.0,Dependiente,215389.0,Técnico,Soltero,Bajo,Media,Masculino,0.0,0.0,48.0,Bajo
41.0,Dependiente,203943.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Medio
23.0,Dependiente,176724.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Medio
28.0,Dependiente,92262.0,Secundaria,Soltero,Medio,Media,Masculino,2000.0,5200.0,40.0,Medio
50.0,Dependiente,162327.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,50.0,Medio
37.0,Dependiente,126675.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,57.0,Medio
41.0,Dependiente,187322.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,48.0,Alto
20.0,Dependiente,105585.0,Secundaria,Conviviente,Alto,Alta,Masculino,0.0,0.0,25.0,Alto
23.0,Dependiente,220993.0,Secundaria,Conviviente,Alto,Alta,Masculino,0.0,1590.0,48.0,Alto
47.0,Dependiente,431515.0,Técnico,Soltero,Bajo,Media,Masculino,0.0,0.0,40.0,Alto
63.0,Dependiente,134699.0,Secundaria,Casado,Alto,Alta,Femenino,0.0,0.0,25.0,Alto
61.0,Dependiente,105384.0,Técnico,Soltero,Bajo,Media,Masculino,0.0,0.0,40.0,Bajo
37.0,Dependiente,267085.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
47.0,Dependiente,116927.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,42.0,Alto
31.0,Dependiente,137444.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
28.0,Dependiente,37359.0,Técnico,Soltero,Bajo,Media,Masculino,0.0,0.0,60.0,Medio
31.0,Dependiente,247328.0,Primaria,Soltero,Bajo,Baja,Masculino,3137.0,0.0,40.0,Bajo
20.0,Dependiente,39764.0,Secundaria,Conviviente,Alto,Alta,Masculino,0.0,0.0,40.0,Medio
24.0,Independiente,184678.0,Técnico,Conviviente,Bajo,Baja,Femenino,0.0,0.0,40.0,Bajo
44.0,Dependiente,187720.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,50.0,Alto
19.0,Dependiente,286469.0,Secundaria,Conviviente,Alto,Alta,Femenino,0.0,0.0,30.0,Alto
38.0,Dependiente,207202.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,48.0,Alto
41.0,Dependiente,74182.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Medio
25.0,Dependiente,113436.0,Secundaria,Conviviente,Alto,Baja,Masculino,0.0,0.0,35.0,Alto
42.0,Independiente,141459.0,Secundaria,Conviviente,Alto,Media,Femenino,0.0,0.0,40.0,Alto
47.0,Dependiente,169388.0,Secundaria,Soltero,Alto,Baja,Femenino,0.0,0.0,15.0,Alto
23.0,Independiente,156423.0,Técnico,Conviviente,Medio,Media,Femenino,0.0,0.0,20.0,Medio
56.0,Dependiente,247119.0,Primaria,Casado,Medio,Alta,Femenino,0.0,0.0,40.0,Medio
33.0,Dependiente,452924.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
33.0,Dependiente,194141.0,Secundaria,Soltero,Alto,Alta,Masculino,4800.0,0.0,40.0,Alto
38.0,Dependiente,414991.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,70.0,Alto
33.0,Dependiente,85355.0,Secundaria,Conviviente,Alto,Alta,Masculino,0.0,0.0,30.0,Bajo
39.0,Dependiente,168894.0,Secundaria,Conviviente,Alto,Alta,Femenino,0.0,0.0,40.0,Alto
28.0,Dependiente,176137.0,Secundaria,Conviviente,Alto,Alta,Femenino,0.0,0.0,32.0,Alto
32.0,Dependiente,97723.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,1672.0,40.0,Bajo
57.0,Dependiente,191318.0,Superior,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
26.0,Dependiente,123384.0,Superior,Conviviente,Alto,Alta,Femenino,0.0,0.0,40.0,Medio
44.0,Dependiente,419134.0,Secundaria,Soltero,Alto,Baja,Femenino,0.0,0.0,40.0,Bajo
40.0,Dependiente,179666.0,Técnico,Conviviente,Bajo,Alta,Masculino,0.0,0.0,30.0,Bajo
31.0,Independiente,199368.0,Técnico,Soltero,Bajo,Media,Masculino,0.0,0.0,50.0,Alto
45.0,Independiente,36032.0,Secundaria,Soltero,Alto,Baja,Femenino,0.0,0.0,40.0,Medio
33.0,Dependiente,281832.0,Superior,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
63.0,Dependiente,172740.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Medio
22.0,Dependiente,189203.0,Técnico,Conviviente,Alto,Alta,Masculino,0.0,0.0,15.0,Bajo
50.0,Dependiente,113176.0,Secundaria,Soltero,Alto,Alta,Femenino,0.0,0.0,40.0,Alto
47.0,Mixto,276087.0,Técnico,Soltero,Medio,Media,Masculino,0.0,0.0,26.0,Medio
24.0,Independiente,289909.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Medio
52.0,Dependiente,135607.0,Secundaria,Casado,Alto,Baja,Femenino,0.0,0.0,40.0,Bajo
58.0,Independiente,259216.0,Primaria,Soltero,Medio,Media,Femenino,0.0,0.0,40.0,Bajo
41.0,Dependiente,29762.0,Secundaria,Soltero,Alto,Alta,Masculino,5013.0,0.0,70.0,Alto
23.0,Independiente,39603.0,Secundaria,Conviviente,Alto,Baja,Masculino,0.0,0.0,40.0,Alto
22.0,Dependiente,88126.0,Secundaria,Conviviente,Alto,Alta,Masculino,0.0,0.0,40.0,Bajo
25.0,Dependiente,109009.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
65.0,Independiente,323006.0,Secundaria,Casado,Alto,Baja,Femenino,0.0,0.0,25.0,Alto
31.0,Dependiente,118941.0,Secundaria,Soltero,Alto,Alta,Femenino,0.0,0.0,20.0,Alto
53.0,Dependiente,153486.0,Secundaria,Conviviente,Alto,Alta,Masculino,0.0,0.0,30.0,Bajo
20.0,Dependiente,234663.0,Secundaria,Conviviente,Alto,Alta,Masculino,0.0,0.0,30.0,Medio
45.0,Dependiente,197731.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Medio
22.0,Dependiente,38251.0,Técnico,Conviviente,Medio,Alta,Femenino,0.0,0.0,35.0,Bajo
22.0,Dependiente,32921.0,Secundaria,Conviviente,Medio,Media,Masculino,0.0,0.0,20.0,Bajo
46.0,Dependiente,254367.0,Secundaria,Conviviente,Alto,Alta,Masculino,0.0,1590.0,48.0,Bajo
22.0,Independiente,195532.0,Secundaria,Conviviente,Alto,Media,Femenino,0.0,0.0,43.0,Bajo
48.0,Dependiente,117849.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
19.0,Dependiente,148955.0,Secundaria,Conviviente,Alto,Alta,Femenino,0.0,0.0,35.0,Bajo
59.0,Dependiente,409842.0,Superior,Soltero,Alto,Alta,Masculino,0.0,0.0,20.0,Bajo
59.0,Dependiente,124771.0,Técnico,Soltero,Bajo,Media,Masculino,0.0,0.0,30.0,Bajo
45.0,Independiente,130206.0,Secundaria,Soltero,Alto,Media,Femenino,0.0,0.0,40.0,Bajo
43.0,Dependiente,191814.0,Técnico,Soltero,Alto,Alta,Masculino,7688.0,0.0,50.0,Alto
27.0,Independiente,206889.0,Técnico,Conviviente,Bajo,Alta,Masculino,0.0,0.0,40.0,Bajo
22.0,Dependiente,279041.0,Secundaria,Conviviente,Alto,Alta,Masculino,0.0,0.0,10.0,Alto
34.0,Dependiente,203463.0,Secundaria,Soltero,Alto,Alta,Femenino,0.0,0.0,40.0,Bajo
28.0,Dependiente,196690.0,Secundaria,Conviviente,Alto,Alta,Femenino,0.0,0.0,40.0,Medio
34.0,Dependiente,296724.0,Secundaria,Conviviente,Alto,Alta,Femenino,0.0,0.0,17.0,Alto
17.0,Dependiente,19752.0,Secundaria,Conviviente,Alto,Alta,Femenino,0.0,0.0,25.0,Medio
52.0,Dependiente,81436.0,Superior,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
56.0,Independiente,155657.0,Técnico,Soltero,Alto,Baja,Femenino,0.0,0.0,40.0,Alto
49.0,Dependiente,151584.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,32.0,Bajo
39.0,Dependiente,147500.0,Secundaria,Soltero,Medio,Media,Femenino,0.0,0.0,40.0,Bajo
45.0,Dependiente,188386.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,1628.0,45.0,Alto
29.0,Dependiente,31166.0,Secundaria,Soltero,Alto,Alta,Femenino,0.0,0.0,30.0,Alto
36.0,Independiente,255191.0,Superior,Conviviente,Alto,Alta,Masculino,2000.0,1408.0,40.0,Alto
37.0,Dependiente,222450.0,Sin estudios,Soltero,Bajo,Baja,Masculino,0.0,0.0,40.0,Bajo
25.0,Dependiente,129784.0,Secundaria,Conviviente,Alto,Alta,Femenino,0.0,0.0,40.0,Bajo
21.0,Dependiente,216672.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Medio
38.0,Dependiente,117802.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,65.0,Alto
29.0,Dependiente,267661.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,70.0,Alto
31.0,Mixto,101697.0,Técnico,Soltero,Bajo,Media,Femenino,0.0,0.0,40.0,Bajo
51.0,Dependiente,74275.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
40.0,Dependiente,75363.0,Secundaria,Conviviente,Alto,Baja,Femenino,0.0,0.0,40.0,Alto
44.0,Dependiente,214242.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,50.0,Alto
25.0,Dependiente,174545.0,Secundaria,Conviviente,Alto,Baja,Femenino,0.0,0.0,46.0,Medio
36.0,Dependiente,150042.0,Técnico,Soltero,Bajo,Media,Femenino,2000.0,0.0,40.0,Bajo
33.0,Dependiente,103860.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,50.0,Alto
45.0,Dependiente,144354.0,Primaria,Conviviente,Alto,Alta,Masculino,0.0,0.0,40.0,Bajo
48.0,Dependiente,212954.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,60.0,Alto
48.0,Dependiente,155372.0,Secundaria,Casado,Alto,Baja,Femenino,0.0,0.0,36.0,Alto
65.0,Dependiente,105252.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
40.0,Mixto,337456.0,Secundaria,Soltero,Medio,Alta,Femenino,0.0,0.0,40.0,Medio
28.0,Dependiente,115945.0,Secundaria,Conviviente,Medio,Alta,Masculino,0.0,0.0,40.0,Medio
44.0,Dependiente,146659.0,Superior,Soltero,Alto,Alta,Masculino,0.0,1887.0,35.0,Alto
57.0,Independiente,190561.0,Secundaria,Soltero,Alto,Alta,Femenino,0.0,0.0,30.0,Bajo
49.0,Independiente,67001.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Bajo
33.0,Dependiente,174789.0,Secundaria,Conviviente,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
45.0,Independiente,331482.0,Técnico,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Medio
31.0,Dependiente,263561.0,Superior,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
46.0,Dependiente,154430.0,Superior,Soltero,Alto,Alta,Femenino,0.0,0.0,50.0,Alto
36.0,Dependiente,531055.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,1902.0,48.0,Alto
30.0,Dependiente,194141.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,1617.0,40.0,Medio
39.0,Dependiente,192251.0,Primaria,Soltero,Medio,Media,Femenino,0.0,0.0,60.0,Medio
24.0,Dependiente,284317.0,Técnico,Conviviente,Bajo,Alta,Femenino,0.0,0.0,32.0,Bajo
34.0,Dependiente,73199.0,Secundaria,Conviviente,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
47.0,Independiente,178309.0,Secundaria,Soltero,Alto,Alta,Femenino,0.0,0.0,40.0,Bajo
23.0,Independiente,117618.0,Técnico,Conviviente,Alto,Alta,Masculino,0.0,0.0,24.0,Medio
25.0,Dependiente,312157.0,Secundaria,Conviviente,Alto,Alta,Femenino,0.0,0.0,40.0,Bajo
37.0,Dependiente,333651.0,Secundaria,Conviviente,Alto,Alta,Masculino,0.0,0.0,42.0,Alto
24.0,Dependiente,22201.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Medio
58.0,Independiente,72998.0,Secundaria,Soltero,Alto,Alta,Femenino,14084.0,0.0,40.0,Alto
49.0,Dependiente,192323.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
29.0,Dependiente,59231.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,42.0,Medio
29.0,Dependiente,114158.0,Secundaria,Conviviente,Alto,Alta,Femenino,0.0,0.0,40.0,Medio
18.0,Dependiente,256179.0,Secundaria,Conviviente,Alto,Alta,Masculino,594.0,0.0,10.0,Bajo
51.0,Dependiente,135190.0,Primaria,Conviviente,Medio,Media,Femenino,0.0,0.0,30.0,Medio
23.0,Dependiente,287681.0,Secundaria,Conviviente,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
66.0,Dependiente,104576.0,Técnico,Soltero,Medio,Media,Masculino,0.0,0.0,8.0,Alto
24.0,Dependiente,204172.0,Técnico,Conviviente,Bajo,Alta,Femenino,0.0,0.0,40.0,Bajo
45.0,Dependiente,37987.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,45.0,Bajo
24.0,Independiente,162919.0,Secundaria,Conviviente,Alto,Alta,Femenino,0.0,0.0,40.0,Bajo
23.0,Dependiente,119156.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
47.0,Dependiente,185399.0,Secundaria,Soltero,Alto,Alta,Femenino,0.0,0.0,38.0,Medio
33.0,Independiente,137184.0,Técnico,Soltero,Alto,Baja,Masculino,0.0,0.0,50.0,Alto
62.0,Dependiente,160155.0,Primaria,Soltero,Alto,Media,Masculino,6418.0,0.0,40.0,Alto
74.0,Dependiente,192290.0,Primaria,Soltero,Medio,Media,Masculino,0.0,0.0,20.0,Bajo
40.0,Dependiente,193144.0,Secundaria,Soltero,Alto,Baja,Femenino,0.0,0.0,36.0,Bajo
49.0,Dependiente,191277.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Bajo
50.0,Dependiente,285200.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,1887.0,35.0,Alto
24.0,Dependiente,265434.0,Técnico,Conviviente,Alto,Alta,Femenino,0.0,0.0,40.0,Bajo
56.0,Dependiente,147202.0,Secundaria,Soltero,Alto,Alta,Femenino,0.0,0.0,45.0,Bajo
40.0,Dependiente,224658.0,Técnico,Soltero,Alto,Alta,Masculino,0.0,0.0,45.0,Alto
18.0,Dependiente,60981.0,Primaria,Conviviente,Medio,Media,Femenino,0.0,0.0,30.0,Bajo
68.0,Dependiente,218637.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,2377.0,55.0,Alto
22.0,Dependiente,234474.0,Secundaria,Conviviente,Alto,Alta,Femenino,0.0,0.0,25.0,Medio
59.0,Dependiente,188003.0,Técnico,Casado,Bajo,Alta,Femenino,0.0,0.0,50.0,Medio
68.0,Dependiente,166149.0,Secundaria,Casado,Alto,Alta,Femenino,0.0,2206.0,30.0,Alto
44.0,Dependiente,30126.0,Secundaria,Soltero,Alto,Baja,Femenino,0.0,0.0,40.0,Medio
41.0,Independiente,74581.0,Técnico,Soltero,Bajo,Alta,Masculino,0.0,0.0,65.0,Bajo
24.0,Dependiente,450695.0,Secundaria,Conviviente,Alto,Alta,Masculino,0.0,0.0,35.0,Medio
38.0,Dependiente,103751.0,Primaria,Soltero,Bajo,Baja,Masculino,0.0,0.0,40.0,Bajo
33.0,Dependiente,388741.0,Secundaria,Conviviente,Alto,Baja,Femenino,0.0,0.0,38.0,Alto
40.0,Dependiente,220589.0,Técnico,Conviviente,Alto,Alta,Femenino,0.0,0.0,40.0,Alto
42.0,Dependiente,39060.0,Secundaria,Soltero,Medio,Media,Masculino,0.0,0.0,60.0,Alto
41.0,Dependiente,359696.0,Técnico,Soltero,Bajo,Media,Masculino,15024.0,0.0,60.0,Alto
17.0,Dependiente,32607.0,Primaria,Conviviente,Bajo,Baja,Masculino,4800.0,0.0,20.0,Bajo
37.0,Dependiente,240837.0,Secundaria,Soltero,Alto,Alta,Femenino,0.0,0.0,30.0,Medio
42.0,Dependiente,157562.0,Técnico,Soltero,Bajo,Media,Masculino,0.0,1902.0,80.0,Medio
50.0,Dependiente,126592.0,Secundaria,Conviviente,Alto,Alta,Masculino,0.0,0.0,40.0,Bajo
35.0,Dependiente,148015.0,Técnico,Conviviente,Alto,Alta,Femenino,0.0,0.0,40.0,Bajo
22.0,Dependiente,128487.0,Secundaria,Conviviente,Alto,Alta,Femenino,0.0,0.0,10.0,Alto
48.0,Dependiente,243631.0,Secundaria,Soltero,Alto,Alta,Masculino,7688.0,0.0,40.0,Alto
39.0,Dependiente,114844.0,Técnico,Conviviente,Bajo,Alta,Masculino,0.0,1876.0,50.0,Bajo
44.0,Dependiente,149943.0,Superior,Soltero,Alto,Alta,Masculino,0.0,0.0,60.0,Alto
62.0,Independiente,258124.0,Superior,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
21.0,Dependiente,147655.0,Secundaria,Conviviente,Alto,Alta,Femenino,0.0,0.0,35.0,Medio
19.0,Dependiente,456572.0,Secundaria,Conviviente,Alto,Media,Masculino,0.0,0.0,35.0,Medio
38.0,Dependiente,141584.0,Secundaria,Soltero,Alto,Baja,Masculino,0.0,0.0,55.0,Medio
57.0,Dependiente,176897.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,60.0,Bajo
63.0,Dependiente,231777.0,Superior,Soltero,Alto,Alta,Masculino,0.0,0.0,30.0,Bajo
28.0,Independiente,19395.0,Secundaria,Conviviente,Alto,Alta,Femenino,0.0,0.0,38.0,Alto
35.0,Dependiente,109351.0,Técnico,Conviviente,Medio,Media,Femenino,8614.0,0.0,45.0,Alto
28.0,Dependiente,192932.0,Técnico,Conviviente,Alto,Alta,Femenino,0.0,0.0,40.0,Alto
24.0,Independiente,273905.0,Técnico,Soltero,Medio,Media,Masculino,2000.0,0.0,50.0,Medio
49.0,Dependiente,186982.0,Secundaria,Conviviente,Alto,Alta,Femenino,0.0,0.0,45.0,Alto
23.0,Dependiente,636017.0,Secundaria,Conviviente,Alto,Alta,Masculino,0.0,0.0,40.0,Medio
37.0,Dependiente,148581.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,50.0,Alto
22.0,Dependiente,153516.0,Secundaria,Conviviente,Alto,Alta,Masculino,0.0,0.0,35.0,Alto
47.0,Dependiente,84790.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Bajo
41.0,Dependiente,89226.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
49.0,Independiente,131302.0,Técnico,Soltero,Bajo,Alta,Femenino,0.0,0.0,44.0,Bajo
69.0,Dependiente,177374.0,Secundaria,Casado,Alto,Baja,Femenino,1848.0,0.0,12.0,Alto
59.0,Dependiente,165922.0,Técnico,Soltero,Bajo,Media,Masculino,15024.0,0.0,40.0,Medio
37.0,Dependiente,95654.0,Primaria,Soltero,Medio,Alta,Femenino,0.0,0.0,35.0,Bajo
18.0,Dependiente,237646.0,Secundaria,Conviviente,Alto,Alta,Masculino,0.0,0.0,30.0,Bajo
41.0,Independiente,401134.0,Técnico,Soltero,Medio,Alta,Femenino,0.0,0.0,40.0,Bajo
48.0,Dependiente,200471.0,Técnico,Soltero,Bajo,Media,Masculino,0.0,0.0,40.0,Medio
33.0,Dependiente,172304.0,Primaria,Soltero,Medio,Media,Masculino,0.0,0.0,40.0,Medio
29.0,Independiente,188278.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
44.0,Independiente,239539.0,Técnico,Soltero,Bajo,Media,Masculino,0.0,0.0,40.0,Medio
28.0,Dependiente,166320.0,Secundaria,Conviviente,Alto,Alta,Masculino,0.0,0.0,40.0,Bajo
23.0,Mixto,256755.0,Técnico,Conviviente,Bajo,Baja,Femenino,0.0,0.0,40.0,Bajo
46.0,Independiente,175754.0,Superior,Soltero,Medio,Media,Femenino,0.0,1876.0,60.0,Bajo
19.0,Dependiente,238474.0,Secundaria,Conviviente,Alto,Alta,Masculino,0.0,0.0,40.0,Bajo
51.0,Independiente,241843.0,Sin estudios,Soltero,Medio,Media,Masculino,0.0,0.0,40.0,Medio
26.0,Dependiente,258768.0,Secundaria,Conviviente,Alto,Alta,Masculino,2174.0,0.0,75.0,Medio
